InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
559816,82567,"AIRLINE LOUNGE,METAL SIGN",2,2011-07-12,1.63,,United Kingdom
555865,23107,WHITE HEARTS WIRE PLANT POT HOLDER,2,2011-06-07,2.89,14530.0,United Kingdom
564150,48185,DOORMAT FAIRY CAKE,4,2011-08-23,7.95,14936.0,Channel Islands
572861,22775,PURPLE DRAWERKNOB ACRYLIC EDWARDIAN,12,2011-10-26,1.25,14102.0,United Kingdom
573576,22076,6 RIBBONS EMPIRE  ,2,2011-10-31,1.25,14096.0,United Kingdom
554112,90162C,ANT SILVER FUSCHIA BOUDICCA RING,1,2011-05-22,2.95,17611.0,United Kingdom
562843,21523,DOORMAT FANCY FONT HOME SWEET HOME,1,2011-08-09,15.79,,United Kingdom
577171,84912B,GREEN ROSE WASHBAG,4,2011-11-18,3.75,17159.0,United Kingdom
536592,22260,FELT EGG COSY BLUE RABBIT ,2,2010-12-01,1.66,,United Kingdom
555344,22752,SET 7 BABUSHKA NESTING BOXES,1,2011-06-02,8.5,15311.0,United Kingdom
575947,23393,HOME SWEET HOME CUSHION COVER ,2,2011-11-13,10.79,,United Kingdom
544799,21986,PACK OF 12 PINK POLKADOT TISSUES,24,2011-02-23,0.29,17063.0,United Kingdom
562031,15056N,EDWARDIAN PARASOL NATURAL,2,2011-08-01,5.95,16984.0,United Kingdom
559918,21758,VINTAGE SHELLS PRINT,2,2011-07-13,6.45,18225.0,United Kingdom
552329,20725,LUNCH BAG RED RETROSPOT,10,2011-05-09,1.65,13492.0,Switzerland
554097,23050,RECYCLED ACAPULCO MAT GREEN,2,2011-05-22,8.25,12567.0,France
539321,22557,PLASTERS IN TIN VINTAGE PAISLEY ,1,2010-12-16,1.65,14723.0,United Kingdom
556478,84568,GIRLS ALPHABET IRON ON PATCHES ,288,2011-06-12,0.21,13069.0,United Kingdom
550637,22178,VICTORIAN GLASS HANGING T-LIGHT,6,2011-04-19,1.25,14415.0,United Kingdom
572913,23312,VINTAGE CHRISTMAS GIFT SACK,2,2011-10-26,4.15,15993.0,United Kingdom
557933,22423,REGENCY CAKESTAND 3 TIER,16,2011-06-23,10.95,13014.0,United Kingdom
569122,21094,SET/6 RED SPOTTY PAPER PLATES,24,2011-09-30,0.85,12694.0,France
571425,23192,BUNDLE OF 3 ALPHABET EXERCISE BOOKS,12,2011-10-17,1.65,14911.0,EIRE
565922,22076,6 RIBBONS EMPIRE  ,12,2011-09-08,1.65,14116.0,United Kingdom
563021,22429,ENAMEL MEASURING JUG CREAM,3,2011-08-11,4.25,18077.0,United Kingdom
541827,16235,RECYCLED PENCIL WITH RABBIT ERASER,1,2011-01-21,0.42,,United Kingdom
537126,21218,RED SPOTTY BISCUIT TIN,1,2010-12-05,3.75,18118.0,United Kingdom
578344,23123,COCKTAIL SWORDS 50 PIECES,1,2011-11-24,1.63,,United Kingdom
569253,22555,PLASTERS IN TIN STRONGMAN,12,2011-10-03,1.65,13635.0,United Kingdom
570113,22077,6 RIBBONS RUSTIC CHARM,48,2011-10-07,1.95,15874.0,United Kingdom
542243,47422,ASSORTED MONKEY SUCTION CUP HOOK,3,2011-01-26,0.42,17841.0,United Kingdom
557019,22110,BIRD HOUSE HOT WATER BOTTLE,1,2011-06-16,2.55,15907.0,United Kingdom
561369,20700,GREEN CAT FLORAL CUSHION COVER ,1,2011-07-26,4.13,,United Kingdom
569664,22774,RED DRAWER KNOB ACRYLIC EDWARDIAN,12,2011-10-05,1.25,18237.0,United Kingdom
552835,22985,WRAP BILLBOARD FONTS DESIGN,25,2011-05-11,0.42,17664.0,United Kingdom
577850,21616,4 PEAR BOTANICAL DINNER CANDLES,12,2011-11-22,1.25,14911.0,EIRE
580650,22755,SMALL PURPLE BABUSHKA NOTEBOOK ,24,2011-12-05,0.21,14401.0,United Kingdom
549196,21328,BALLOONS  WRITING SET ,12,2011-04-07,1.65,14911.0,EIRE
564731,23199,JUMBO BAG APPLES,10,2011-08-28,2.08,16186.0,United Kingdom
544211,22960,JAM MAKING SET WITH JARS,6,2011-02-17,4.25,13018.0,United Kingdom
571286,84536A,ENGLISH ROSE NOTEBOOK A7 SIZE,6,2011-10-16,0.42,14547.0,United Kingdom
564760,23308,SET OF 60 VINTAGE LEAF CAKE CASES ,1,2011-08-30,1.25,,United Kingdom
539294,72349B,SET/6 PURPLE BUTTERFLY T-LIGHTS,1,2010-12-16,2.1,15532.0,United Kingdom
548409,22697,GREEN REGENCY TEACUP AND SAUCER,12,2011-03-31,2.95,12731.0,France
572528,47367B,PAIR PADDED HANGERS PINK CHECK,2,2011-10-24,3.75,13176.0,United Kingdom
555524,21155,RED RETROSPOT PEG BAG,1,2011-06-05,2.55,16923.0,United Kingdom
553411,23050,RECYCLED ACAPULCO MAT GREEN,2,2011-05-17,8.25,12714.0,France
547867,21980,PACK OF 12 RED RETROSPOT TISSUES ,12,2011-03-27,0.29,13357.0,United Kingdom
564849,22677,FRENCH BLUE METAL DOOR SIGN 2,10,2011-08-30,1.25,17675.0,United Kingdom
566717,22487,WHITE WOOD GARDEN PLANT LADDER,1,2011-09-14,9.95,17841.0,United Kingdom
553552,21084,SET/6 COLLAGE PAPER CUPS,24,2011-05-17,0.19,17702.0,United Kingdom
543989,84997B,RED 3 PIECE RETROSPOT CUTLERY SET,72,2011-02-15,3.75,12415.0,Australia
557026,21974,SET OF 36 PAISLEY FLOWER DOILIES,12,2011-06-16,1.45,16571.0,United Kingdom
556056,85099C,JUMBO  BAG BAROQUE BLACK WHITE,1,2011-06-08,2.08,17841.0,United Kingdom
581324,21115,ROSE CARAVAN DOORSTOP,8,2011-12-08,1.95,14217.0,United Kingdom
565995,82580,BATHROOM METAL SIGN,2,2011-09-08,0.55,16076.0,United Kingdom
560274,23295,SET OF 12 MINI LOAF BAKING CASES,12,2011-07-17,0.83,14895.0,United Kingdom
574074,22577,WOODEN HEART CHRISTMAS SCANDINAVIAN,3,2011-11-02,0.83,,United Kingdom
568135,22452,MEASURING TAPE BABUSHKA PINK,7,2011-09-23,1.63,,United Kingdom
578344,21640,ASSORTED TUTTI FRUTTI  FOB NOTEBOOK,5,2011-11-24,1.63,,United Kingdom
563924,21172,PARTY METAL SIGN ,1,2011-08-21,1.45,15984.0,United Kingdom
553858,47590A,BLUE HAPPY BIRTHDAY BUNTING,2,2011-05-19,5.45,,United Kingdom
563442,22698,PINK REGENCY TEACUP AND SAUCER,6,2011-08-16,2.95,17637.0,United Kingdom
545683,82494L,WOODEN FRAME ANTIQUE WHITE ,3,2011-03-06,2.95,14903.0,United Kingdom
573038,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,2,2011-10-27,4.95,17545.0,United Kingdom
580876,84927F,PSYCHEDELIC TILE HOOK,2,2011-12-06,0.39,14071.0,United Kingdom
549431,21718,RED METAL BEACH SPADE ,8,2011-04-08,1.25,15874.0,United Kingdom
559496,21988,PACK OF 6 SKULL PAPER PLATES,2,2011-07-08,1.63,,United Kingdom
570190,22139,RETROSPOT TEA SET CERAMIC 11 PC ,3,2011-10-07,4.95,13456.0,United Kingdom
564168,22294,HEART FILIGREE DOVE  SMALL,2,2011-08-23,1.25,16794.0,United Kingdom
568408,22732,3D VINTAGE CHRISTMAS STICKERS ,3,2011-09-27,1.63,,United Kingdom
541968,21586,KINGS CHOICE GIANT TUBE MATCHES,12,2011-01-24,2.55,13396.0,United Kingdom
547962,85049D,BRIGHT BLUES RIBBONS ,12,2011-03-28,1.25,12957.0,United Kingdom
538849,21527,RED RETROSPOT TRADITIONAL TEAPOT ,1,2010-12-14,7.95,14415.0,United Kingdom
551960,21175,GIN + TONIC DIET METAL SIGN,12,2011-05-05,2.55,18239.0,United Kingdom
572309,21817,GLITTER CHRISTMAS TREE,4,2011-10-23,0.39,14432.0,United Kingdom
538524,20716,PARTY FOOD SHOPPER BAG,2,2010-12-13,2.51,,United Kingdom
544075,22699,ROSES REGENCY TEACUP AND SAUCER ,60,2011-02-15,2.55,14156.0,EIRE
551014,22047,EMPIRE GIFT WRAP,25,2011-04-26,0.42,13209.0,United Kingdom
560209,85032B,BLOSSOM IMAGES GIFT WRAP SET,4,2011-07-15,0.65,15004.0,United Kingdom
547102,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,10,2011-03-21,1.95,14245.0,United Kingdom
554067,22149,FELTCRAFT 6 FLOWER FRIENDS,6,2011-05-22,2.1,18150.0,United Kingdom
565841,22154,ANGEL DECORATION 3 BUTTONS ,3,2011-09-07,0.83,,United Kingdom
563214,22077,6 RIBBONS RUSTIC CHARM,1,2011-08-14,1.65,16370.0,United Kingdom
576852,22662,LUNCH BAG DOLLY GIRL DESIGN,10,2011-11-16,1.65,16809.0,United Kingdom
571435,23319,BOX OF 6 MINI 50'S CRACKERS,6,2011-10-17,2.49,14211.0,United Kingdom
576381,21232,STRAWBERRY CERAMIC TRINKET POT,24,2011-11-15,1.25,12839.0,United Kingdom
574891,22650,CERAMIC PIRATE CHEST MONEY BANK,1,2011-11-07,1.45,14606.0,United Kingdom
561217,21114,LAVENDER SCENTED FABRIC HEART,1,2011-07-25,10.79,,United Kingdom
577338,22561,WOODEN SCHOOL COLOURING SET,21,2011-11-18,1.65,17650.0,United Kingdom
549240,22264,FELT FARM ANIMAL WHITE BUNNY ,2,2011-04-07,0.85,15910.0,United Kingdom
577429,22759,SET OF 3 NOTEBOOKS IN PARCEL,12,2011-11-20,1.65,14881.0,United Kingdom
571709,21888,BINGO SET,4,2011-10-18,3.75,16463.0,United Kingdom
581146,23311,VINTAGE CHRISTMAS STOCKING ,1,2011-12-07,2.55,17602.0,United Kingdom
546100,22855,FINE WICKER HEART ,12,2011-03-09,1.25,16572.0,United Kingdom
536381,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,4,2010-12-01,2.95,15311.0,United Kingdom
570465,85049H,URBAN BLACK RIBBONS ,1,2011-10-10,0.83,,United Kingdom
570218,22978,PANTRY ROLLING PIN,6,2011-10-09,3.75,16873.0,United Kingdom
577508,85034C,3 ROSE MORRIS BOXED CANDLES,6,2011-11-20,1.25,18127.0,United Kingdom
547420,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,12,2011-03-23,0.85,15449.0,United Kingdom
578067,23366,SET 12 COLOURING PENCILS DOILY,3,2011-11-22,1.25,,United Kingdom
541830,84625A,PINK NEW BAROQUECANDLESTICK CANDLE,2,2011-01-21,5.79,,United Kingdom
553856,21982,PACK OF 12 SUKI TISSUES ,1,2011-05-19,0.29,16813.0,United Kingdom
539036,70007,HI TEC ALPINE HAND WARMER,30,2010-12-15,0.42,14913.0,United Kingdom
563031,23208,LUNCH BAG VINTAGE LEAF DESIGN,1,2011-08-11,1.65,13263.0,United Kingdom
556080,22076,6 RIBBONS EMPIRE  ,4,2011-06-08,2.46,,United Kingdom
547253,22774,RED DRAWER KNOB ACRYLIC EDWARDIAN,4,2011-03-22,1.25,13869.0,United Kingdom
561887,21698,MOCK LOBSTER FRIDGE MAGNET,12,2011-07-31,0.39,14414.0,United Kingdom
569414,22112,CHOCOLATE HOT WATER BOTTLE,9,2011-10-04,12.46,,United Kingdom
555249,22217,T-LIGHT HOLDER HANGING LACE,6,2011-06-01,1.25,17472.0,United Kingdom
541005,22568,FELTCRAFT CUSHION OWL,2,2011-01-13,3.75,16161.0,United Kingdom
573315,22535,MAGIC DRAWING SLATE BUNNIES ,2,2011-10-28,0.42,17839.0,United Kingdom
547834,21791,VINTAGE HEADS AND TAILS CARD GAME ,24,2011-03-27,1.25,17937.0,United Kingdom
577798,22577,WOODEN HEART CHRISTMAS SCANDINAVIAN,20,2011-11-21,0.29,17757.0,United Kingdom
544062,15056N,EDWARDIAN PARASOL NATURAL,2,2011-02-15,5.95,15311.0,United Kingdom
575140,22457,NATURAL SLATE HEART CHALKBOARD ,6,2011-11-08,2.95,18198.0,United Kingdom
555201,21124,SET/10 BLUE POLKADOT PARTY CANDLES,24,2011-06-01,1.25,16969.0,United Kingdom
549787,22693,GROW A FLYTRAP OR SUNFLOWER IN TIN,24,2011-04-12,1.25,13268.0,United Kingdom
561896,21715,GIRLS VINTAGE TIN SEASIDE BUCKET,8,2011-07-31,2.55,15819.0,United Kingdom
571212,23329,DECORATIVE WICKER HEART LARGE,7,2011-10-14,1.65,12856.0,United Kingdom
559162,22646,CERAMIC STRAWBERRY CAKE MONEY BANK,1,2011-07-06,3.29,,United Kingdom
571046,22189,CREAM HEART CARD HOLDER,1,2011-10-13,3.95,18096.0,United Kingdom
572194,37500,TEA TIME TEAPOT IN GIFT BOX,2,2011-10-21,4.95,17832.0,United Kingdom
577175,22492,MINI PAINT SET VINTAGE ,36,2011-11-18,0.65,14849.0,United Kingdom
557619,21716,BOYS VINTAGE TIN SEASIDE BUCKET,3,2011-06-21,2.55,17757.0,United Kingdom
544602,84879,ASSORTED COLOUR BIRD ORNAMENT,32,2011-02-22,1.69,13767.0,United Kingdom
567667,22197,POPCORN HOLDER,1,2011-09-21,1.63,,United Kingdom
574477,22227,HANGING HEART MIRROR DECORATION ,2,2011-11-04,0.65,15453.0,United Kingdom
566434,22633,HAND WARMER UNION JACK,12,2011-09-12,2.1,17090.0,United Kingdom
576045,22835,HOT WATER BOTTLE I AM SO POORLY,3,2011-11-13,4.95,15022.0,United Kingdom
567461,22111,SCOTTIE DOG HOT WATER BOTTLE,2,2011-09-20,12.46,,United Kingdom
576787,22356,CHARLOTTE BAG PINK POLKADOT,20,2011-11-16,0.85,13815.0,Germany
570091,22557,PLASTERS IN TIN VINTAGE PAISLEY ,12,2011-10-07,1.65,15632.0,United Kingdom
C569891,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,-2,2011-10-06,4.95,13924.0,United Kingdom
555320,23182,TOILET SIGN OCCUPIED OR VACANT,2,2011-06-02,2.5,,United Kingdom
569680,22585,PACK OF 6 BIRDY GIFT TAGS,12,2011-10-05,1.25,16803.0,United Kingdom
549695,84751B,,-24,2011-04-11,0.0,,United Kingdom
565150,84836,ZINC METAL HEART DECORATION,24,2011-09-01,1.06,14298.0,United Kingdom
554963,21534,DAIRY MAID LARGE MILK JUG,3,2011-05-27,4.95,14625.0,United Kingdom
537369,85036A,GARDENIA 1 WICK MORRIS BOXED CANDLE,1,2010-12-06,4.25,17860.0,United Kingdom
576181,23042,PAPER LANTERN 7 POINT SNOW STAR,4,2011-11-14,6.65,15572.0,United Kingdom
558904,47580,TEA TIME DES TEA COSY,1,2011-07-04,2.46,,United Kingdom
575176,22991,GIRAFFE WOODEN RULER,1,2011-11-08,4.13,,United Kingdom
538566,21192,WHITE BELL HONEYCOMB PAPER ,2,2010-12-13,3.36,,United Kingdom
578746,21668,RED STRIPE CERAMIC DRAWER KNOB,4,2011-11-25,3.29,,United Kingdom
575143,82482,WOODEN PICTURE FRAME WHITE FINISH,12,2011-11-08,2.95,13643.0,United Kingdom
543737,22900, SET 2 TEA TOWELS I LOVE LONDON ,6,2011-02-11,2.95,12477.0,Germany
577480,22360,GLASS JAR ENGLISH CONFECTIONERY,1,2011-11-20,2.95,14525.0,United Kingdom
563355,22094,RED RETROSPOT TISSUE BOX,36,2011-08-15,0.39,14156.0,EIRE
537434,84270,ASSTD DESIGN BUBBLE GUM RING,6,2010-12-06,0.21,,United Kingdom
557397,21200,MULTICOLOUR HONEYCOMB PAPER GARLAND,3,2011-06-20,1.65,17897.0,United Kingdom
541268,22444,GROW YOUR OWN PLANT IN A CAN ,6,2011-01-17,1.25,12872.0,United Kingdom
576618,22666,RECIPE BOX PANTRY YELLOW DESIGN,3,2011-11-15,5.79,,United Kingdom
574694,21481,FAWN BLUE HOT WATER BOTTLE,4,2011-11-06,3.75,12381.0,Norway
547026,22457,NATURAL SLATE HEART CHALKBOARD ,6,2011-03-18,2.95,14633.0,United Kingdom
552769,20728,LUNCH BAG CARS BLUE,1,2011-05-11,1.65,16241.0,United Kingdom
562715,22178,VICTORIAN GLASS HANGING T-LIGHT,10,2011-08-08,2.46,,United Kingdom
573581,C2,CARRIAGE,1,2011-10-31,50.0,14911.0,EIRE
553845,21175,GIN + TONIC DIET METAL SIGN,24,2011-05-19,2.55,17675.0,United Kingdom
564060,23342,MINT DINER WALL CLOCK,1,2011-08-22,8.5,17073.0,United Kingdom
538635,22953,BIRTHDAY PARTY CORDON BARRIER TAPE,2,2010-12-13,1.25,17303.0,United Kingdom
537804,35968,FOLK ART METAL HEART T-LIGHT HOLDER,12,2010-12-08,0.38,12748.0,United Kingdom
578255,23122,PARTY CHARMS 50 PIECES,1,2011-11-23,0.83,14675.0,United Kingdom
577479,22318,FIVE HEART HANGING DECORATION,6,2011-11-20,2.95,14911.0,EIRE
568060,23328,SET 6 SCHOOL MILK BOTTLES IN CRATE,4,2011-09-23,3.75,14546.0,United Kingdom
570791,23374,RED SPOT PAPER GIFT BAG,20,2011-10-12,0.82,17346.0,United Kingdom
572451,84755,COLOUR GLASS T-LIGHT HOLDER HANGING,16,2011-10-24,0.65,12921.0,United Kingdom
568060,23207,LUNCH BAG ALPHABET DESIGN,1,2011-09-23,1.65,14546.0,United Kingdom
558534,23283,DOORMAT VINTAGE LEAVES DESIGN ,2,2011-06-30,7.95,13988.0,United Kingdom
575607,21902,"KEY FOB , FRONT  DOOR ",2,2011-11-10,1.63,14096.0,United Kingdom
545021,21181,PLEASE ONE PERSON METAL SIGN,12,2011-02-25,2.1,17663.0,United Kingdom
536754,20755,BLUE PAISLEY POCKET BOOK,1,2010-12-02,0.85,14449.0,United Kingdom
566602,23313,VINTAGE CHRISTMAS BUNTING,1,2011-09-13,10.79,,United Kingdom
559256,22726,ALARM CLOCK BAKELIKE GREEN,4,2011-07-07,3.75,15249.0,United Kingdom
556062,22427,ENAMEL FLOWER JUG CREAM,24,2011-06-08,5.45,15189.0,United Kingdom
536528,22744,MAKE YOUR OWN MONSOON CARD KIT,2,2010-12-01,2.95,15525.0,United Kingdom
568896,22725,ALARM CLOCK BAKELIKE CHOCOLATE,1,2011-09-29,3.75,16361.0,United Kingdom
543467,37333,"RETRO ""TEA FOR ONE"" ",2,2011-02-08,10.79,,United Kingdom
569228,22189,CREAM HEART CARD HOLDER,4,2011-10-02,3.95,15547.0,United Kingdom
539294,72800C,4 PINK DINNER CANDLE SILVER FLOCK,1,2010-12-16,2.55,15532.0,United Kingdom
545835,22624,IVORY KITCHEN SCALES,1,2011-03-07,8.5,17654.0,United Kingdom
538051,21484,CHICK GREY HOT WATER BOTTLE,1,2010-12-09,3.45,18041.0,United Kingdom
558314,22467,GUMBALL COAT RACK,108,2011-06-28,2.1,16672.0,United Kingdom
579414,22580,ADVENT CALENDAR GINGHAM SACK,4,2011-11-29,5.95,14719.0,United Kingdom
571039,84879,ASSORTED COLOUR BIRD ORNAMENT,16,2011-10-13,1.69,16121.0,United Kingdom
540795,22625,RED KITCHEN SCALES,2,2011-01-11,8.5,13078.0,United Kingdom
548361,84378,SET OF 3 HEART COOKIE CUTTERS,12,2011-03-30,1.25,16092.0,United Kingdom
562984,21927,BLUE/CREAM STRIPE CUSHION COVER ,2,2011-08-11,1.25,17841.0,United Kingdom
539738,21356,TOAST ITS - FAIRY FLOWER,2,2010-12-21,2.51,,United Kingdom
578661,84755,COLOUR GLASS T-LIGHT HOLDER HANGING,32,2011-11-24,0.65,18188.0,United Kingdom
562031,85099C,JUMBO  BAG BAROQUE BLACK WHITE,1,2011-08-01,2.08,16984.0,United Kingdom
577951,22750,FELTCRAFT PRINCESS LOLA DOLL,2,2011-11-22,3.75,17238.0,United Kingdom
555202,84596F,SMALL MARSHMALLOWS PINK BOWL,2,2011-06-01,0.42,16813.0,United Kingdom
554933,20751,FUNKY WASHING UP GLOVES ASSORTED,1,2011-05-27,2.1,13232.0,United Kingdom
569254,48138,DOORMAT UNION FLAG,2,2011-10-03,8.25,18116.0,United Kingdom
550320,22662,LUNCH BAG DOLLY GIRL DESIGN,1,2011-04-17,1.65,12748.0,United Kingdom
576329,23697,A PRETTY THANK YOU CARD,5,2011-11-14,0.83,,United Kingdom
569202,22321,BIRD DECORATION RED RETROSPOT,1,2011-09-30,1.63,,United Kingdom
562417,21326,AGED GLASS SILVER T-LIGHT HOLDER,11,2011-08-04,1.63,,United Kingdom
538009,22840,ROUND CAKE TIN VINTAGE RED,2,2010-12-09,7.95,14911.0,EIRE
547663,72140E,BEST DAD CANDLE LETTERS,2,2011-03-24,0.85,16022.0,United Kingdom
554039,22699,ROSES REGENCY TEACUP AND SAUCER ,6,2011-05-20,2.95,15095.0,United Kingdom
541423,20963,APPLE BATH SPONGE,2,2011-01-17,2.46,,United Kingdom
561658,84559A,3D SHEET OF DOG STICKERS,1,2011-07-28,0.85,12743.0,Unspecified
580364,16161U,WRAP SUKI AND FRIENDS,25,2011-12-02,0.42,13309.0,United Kingdom
555275,85131D,BEADED CRYSTAL HEART PINK ON STICK,3,2011-06-01,0.83,,United Kingdom
551436,21872,GLAMOROUS  MUG,1,2011-04-28,1.25,16904.0,United Kingdom
547794,21213,PACK OF 72 SKULL CAKE CASES,1,2011-03-25,0.55,14085.0,United Kingdom
555542,22960,JAM MAKING SET WITH JARS,6,2011-06-05,4.25,15108.0,European Community
543832,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,3,2011-02-14,4.95,13381.0,United Kingdom
557786,21792,CLASSIC FRENCH STYLE BASKET GREEN ,2,2011-06-22,3.95,15550.0,United Kingdom
541131,20711,JUMBO BAG TOYS ,2,2011-01-14,4.13,,United Kingdom
536777,20975,12 PENCILS SMALL TUBE RED RETROSPOT,24,2010-12-02,0.65,15732.0,United Kingdom
569846,23415,HOME SWEET HOME HOOK,12,2011-10-06,1.65,13422.0,United Kingdom
551775,23184,BULL DOG BOTTLE OPENER,4,2011-05-04,4.95,12886.0,United Kingdom
562024,22098,BOUDOIR SQUARE TISSUE BOX,1,2011-08-01,2.46,,United Kingdom
558382,23028,DRAWER KNOB CRACKLE GLAZE BLUE,24,2011-06-28,1.65,17997.0,United Kingdom
564740,22382,LUNCH BAG SPACEBOY DESIGN ,1,2011-08-28,1.65,14044.0,United Kingdom
566326,22748,POPPY'S PLAYHOUSE KITCHEN,6,2011-09-12,2.1,16211.0,United Kingdom
550999,21913,VINTAGE SEASIDE JIGSAW PUZZLES,4,2011-04-26,3.75,17670.0,United Kingdom
547358,22304,COFFEE MUG BLUE PAISLEY DESIGN,2,2011-03-22,2.55,15998.0,United Kingdom
C553877,22960,JAM MAKING SET WITH JARS,-2,2011-05-19,4.25,13319.0,United Kingdom
555488,21066,VINTAGE RED MUG,2,2011-06-03,1.25,16942.0,United Kingdom
560120,85049H,URBAN BLACK RIBBONS ,12,2011-07-15,1.25,14907.0,United Kingdom
568069,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2011-09-23,1.69,13336.0,United Kingdom
578844,84792,ENCHANTED BIRD COATHANGER 5 HOOK,1,2011-11-25,9.13,,United Kingdom
580983,23172,REGENCY TEA PLATE PINK,1,2011-12-06,3.29,,United Kingdom
576771,23681,LUNCH BAG RED VINTAGE DOILY,10,2011-11-16,1.65,13285.0,United Kingdom
577128,85136A,YELLOW SHARK HELICOPTER,1,2011-11-17,7.95,14508.0,United Kingdom
549524,21086,SET/6 RED SPOTTY PAPER CUPS,4,2011-04-08,1.63,,United Kingdom
558382,21928,JUMBO BAG SCANDINAVIAN BLUE PAISLEY,2,2011-06-28,2.08,17997.0,United Kingdom
581439,22109,FULL ENGLISH BREAKFAST PLATE,3,2011-12-08,7.46,,United Kingdom
557217,48187,DOORMAT NEW ENGLAND,2,2011-06-17,7.95,17426.0,United Kingdom
544824,21439,BASKET OF TOADSTOOLS,12,2011-02-24,1.25,17139.0,United Kingdom
541489,22716,CARD CIRCUS PARADE,12,2011-01-18,0.42,15023.0,United Kingdom
579943,22722,SET OF 6 SPICE TINS PANTRY DESIGN,4,2011-12-01,3.95,13040.0,United Kingdom
570116,21218,RED SPOTTY BISCUIT TIN,1,2011-10-07,3.75,12856.0,United Kingdom
560777,72349b,SET/6 PURPLE BUTTERFLY T-LIGHTS,5,2011-07-21,4.13,,United Kingdom
555150,84569D,PACK 6 HEART/ICE-CREAM PATCHES,1,2011-05-31,2.46,,United Kingdom
569897,23126,FELTCRAFT GIRL AMELIE KIT,1,2011-10-06,4.95,17813.0,United Kingdom
580308,23514,EMBROIDERED RIBBON REEL SALLY ,6,2011-12-02,2.08,14250.0,United Kingdom
560584,21034,REX CASH+CARRY JUMBO SHOPPER,1,2011-07-19,0.95,13827.0,United Kingdom
576191,23351,ROLL WRAP 50'S CHRISTMAS,2,2011-11-14,1.25,17377.0,United Kingdom
569474,23242,TREASURE TIN BUFFALO BILL ,1,2011-10-04,2.08,14178.0,United Kingdom
544191,82484,WOOD BLACK BOARD ANT WHITE FINISH,6,2011-02-16,7.95,13089.0,United Kingdom
549588,22089,PAPER BUNTING VINTAGE PAISLEY,6,2011-04-11,2.95,12428.0,Finland
575854,22943,CHRISTMAS LIGHTS 10 VINTAGE BAUBLES,6,2011-11-11,4.95,14125.0,United Kingdom
545514,21034,REX CASH+CARRY JUMBO SHOPPER,2,2011-03-03,0.95,15053.0,United Kingdom
580062,16236,KITTY PENCIL ERASERS,2,2011-12-01,0.21,15862.0,United Kingdom
576686,20717,STRAWBERRY SHOPPER BAG,2,2011-11-16,1.25,16916.0,United Kingdom
565915,22602,RETROSPOT WOODEN HEART DECORATION,10,2011-09-07,0.85,15752.0,United Kingdom
565613,21905,MORE BUTTER METAL SIGN ,12,2011-09-05,0.79,13744.0,United Kingdom
540977,22381,TOY TIDY PINK POLKADOT,1,2011-01-12,4.21,,United Kingdom
577497,20668,DISCO BALL CHRISTMAS DECORATION,24,2011-11-20,0.12,17555.0,United Kingdom
580983,23088,ZINC HEART FLOWER T-LIGHT HOLDER,3,2011-12-06,2.46,,United Kingdom
570693,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,2,2011-10-11,2.95,16161.0,United Kingdom
575930,22577,WOODEN HEART CHRISTMAS SCANDINAVIAN,3,2011-11-11,0.83,,United Kingdom
576837,20782,CAMOUFLAGE EAR MUFF HEADPHONES,1,2011-11-16,10.79,,United Kingdom
542541,21877,HOME SWEET HOME MUG,1,2011-01-28,3.29,,United Kingdom
556206,23160,REGENCY TEA SPOON,24,2011-06-09,1.25,14911.0,EIRE
569234,22179,SET 10 NIGHT OWL LIGHTS,1,2011-10-02,6.75,17841.0,United Kingdom
536947,21098,CHRISTMAS TOILET ROLL,12,2010-12-03,1.25,13013.0,United Kingdom
545868,21935,SUKI  SHOULDER BAG,1,2011-03-07,1.65,17841.0,United Kingdom
579508,22560,TRADITIONAL MODELLING CLAY,1,2011-11-29,2.46,,United Kingdom
580066,22555,PLASTERS IN TIN STRONGMAN,12,2011-12-01,1.65,14309.0,United Kingdom
561814,23188,VINTAGE  2 METER FOLDING RULER,12,2011-07-29,1.65,14854.0,United Kingdom
554424,22111,SCOTTIE DOG HOT WATER BOTTLE,1,2011-05-24,4.95,14527.0,United Kingdom
537202,22866,HAND WARMER SCOTTY DOG DESIGN,1,2010-12-05,2.1,14506.0,United Kingdom
547042,47590B,PINK HAPPY BIRTHDAY BUNTING,1,2011-03-20,10.79,,United Kingdom
548712,22666,RECIPE BOX PANTRY YELLOW DESIGN,3,2011-04-03,2.95,17050.0,United Kingdom
537434,22754,SMALL RED BABUSHKA NOTEBOOK ,3,2010-12-06,1.66,,United Kingdom
546890,22851,SET 20 NAPKINS FAIRY CAKES DESIGN ,12,2011-03-17,0.85,13394.0,United Kingdom
579946,22726,ALARM CLOCK BAKELIKE GREEN,1,2011-12-01,3.75,15993.0,United Kingdom
555931,37446,MINI CAKE STAND WITH HANGING CAKES,8,2011-06-08,1.45,17828.0,Malta
